SMILES,TotalEnergy,ElectronicEnergy,CoreRepulsion,FinalHeat,IonisationPotential,HomoEnergy,LumoEnergy,DipolPointCharge,DipolHybrid,DipolSum,ElectronNuclear,ElectronElectron,ResonanceEnergy,ExchangeEnergy,ElectronElectronRepulsion,ElectronNuclearAttraction,NuclearNuclearRepulsion,TotalElectrostaticInteraction,PrincipalMomentsInertiaA,PrincipalMomentsInertiaB,PrincipalMomentsInertiaC,CosmoArea,CosmoVolume,NumberFilledLevels,MullikenElectronegativity,AbsoluteHardness:,AbsoluteSoftness:,SchuurmannMOShiftAlpha,TotalElectrophilicDelocalizability,TotalNucleophilicDelocalizability,TotalSelfPolarizability,HomoLumoGap,HomoLumoFraction,Electrophilicity,PolarizabilityAnisotropy
C[C@@H](O[C@@H]1[C@@H](N)[C@H](O)O[C@H](CO)[C@H]1O)C([O-])=O,-3570.0,-22600.0,19000.0,-287.0,8.27,-9.61,-3.69,2.38,0.774,2.87,-5500.0,2350.0,-424.0,-174.0,18600.0,-37400.0,19000.0,180.0,1480.0,2550.0,3360.0,254.0,282.0,49.0,6.65,2.96,0.169,-6.65,-9.58,-5.62,-2.77,5.91,2.25,7.48,0.00357
C[C@@H](O[C@@H]1[C@@H](N)[C@H](O)O[C@H](CO)[C@H]1O)C([O-])=O,-3570.0,-22200.0,18700.0,-288.0,7.88,-9.59,-3.24,2.02,1.58,1.75,-5500.0,2350.0,-424.0,-174.0,18200.0,-36700.0,18700.0,181.0,1720.0,2780.0,3320.0,265.0,292.0,49.0,6.41,3.17,0.157,-6.41,-9.33,-5.67,-2.79,6.35,2.02,6.48,0.004
C\C(O)=N\[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,-3140.0,-18900.0,15800.0,-273.0,10.1,-10.1,0.945,1.65,2.05,1.49,-4860.0,2090.0,-376.0,-155.0,15400.0,-31000.0,15800.0,155.0,754.0,2330.0,2780.0,229.0,245.0,44.0,4.58,5.53,0.0904,-4.58,-6.81,-5.51,-2.39,11.1,0.829,1.9,0.00215
C\C(O)=N\[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,-3140.0,-18900.0,15800.0,-273.0,10.1,-10.1,0.945,1.65,2.05,1.49,-4860.0,2090.0,-376.0,-155.0,15400.0,-31000.0,15800.0,155.0,754.0,2330.0,2780.0,229.0,245.0,44.0,4.58,5.53,0.0904,-4.58,-6.81,-5.51,-2.4,11.1,0.829,1.9,0.00215
CC(=O)N[C@H]1[C@H](O)O[C@H](CO[S]([O-])(=O)=O)[C@H](O)[C@@H]1O,-4190.0,-26700.0,22500.0,-324.0,14.3,-9.85,-8.89,4.18,0.789,4.63,-6580.0,2840.0,-428.0,-175.0,21900.0,-44300.0,22500.0,155.0,1190.0,5350.0,5600.0,274.0,305.0,55.0,9.37,0.477,1.05,-9.37,-20.4,-9.61,-3.24,0.955,19.6,91.9,0.0
CC(=O)N[C@H]1[C@H](O)O[C@H](CO[S]([O-])(=O)=O)[C@H](O)[C@@H]1O,-4190.0,-27100.0,23000.0,-316.0,14.4,-9.86,-8.81,5.11,1.84,4.76,-6580.0,2840.0,-428.0,-175.0,22400.0,-45200.0,23000.0,157.0,1480.0,4270.0,4790.0,268.0,307.0,55.0,9.33,0.525,0.953,-9.33,-19.7,-9.27,-3.37,1.05,17.8,83.0,0.0
CC(=O)N[C@H]1[C@H](O)O[C@H](CO[S]([O-])(=O)=O)[C@@H](O)[C@@H]1O,-4190.0,-26500.0,22300.0,-320.0,14.3,-9.86,-8.75,4.54,0.99,5.26,-6580.0,2840.0,-427.0,-175.0,21700.0,-43800.0,22300.0,155.0,1280.0,5240.0,6100.0,274.0,306.0,55.0,9.31,0.551,0.907,-9.31,-19.6,-9.06,-3.32,1.1,16.9,78.6,0.0
C\C(O)=N\[C@H]1[C@H](O)O[C@H](CO[S]([O-])(=O)=O)[C@@H](O)[C@@H]1O,-4190.0,-26800.0,22600.0,-320.0,14.4,-10.1,-8.9,0.638,1.33,1.44,-6590.0,2840.0,-424.0,-174.0,22000.0,-44500.0,22600.0,153.0,1290.0,4980.0,5260.0,273.0,301.0,55.0,9.5,0.609,0.821,-9.5,-21.8,-8.53,-3.16,1.22,15.6,74.2,0.0
N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-2580.0,-14100.0,11500.0,-226.0,10.0,-10.0,1.31,3.72,1.18,4.5,-3980.0,1710.0,-306.0,-126.0,11200.0,-22600.0,11500.0,129.0,762.0,975.0,1540.0,188.0,200.0,36.0,4.37,5.68,0.0881,-4.37,-5.48,-4.32,-1.88,11.4,0.769,1.68,9.23E-4
N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-2580.0,-14100.0,11500.0,-226.0,10.0,-10.0,1.22,2.33,1.02,2.8,-3980.0,1710.0,-307.0,-126.0,11200.0,-22500.0,11500.0,129.0,758.0,986.0,1550.0,187.0,200.0,36.0,4.4,5.61,0.0891,-4.4,-5.47,-4.33,-1.87,11.2,0.783,1.72,7.75E-4
CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-3140.0,-19200.0,16000.0,-276.0,9.9,-9.9,0.998,5.26,0.602,5.71,-4850.0,2090.0,-380.0,-156.0,15600.0,-31400.0,16000.0,156.0,1150.0,1780.0,2220.0,227.0,250.0,44.0,4.45,5.45,0.0917,-4.45,-6.78,-5.58,-2.35,10.9,0.817,1.82,5.39E-4
CC(=O)N[C@@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-3140.0,-19000.0,15900.0,-278.0,9.8,-9.8,1.13,3.8,1.06,4.43,-4850.0,2090.0,-381.0,-157.0,15400.0,-31100.0,15900.0,158.0,1020.0,2050.0,2410.0,230.0,248.0,44.0,4.33,5.47,0.0915,-4.33,-6.64,-5.69,-2.36,10.9,0.793,1.72,6.12E-4
[NH3+][C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-2580.0,-13900.0,11400.0,-223.0,9.8,-9.8,1.22,1.95,0.949,2.89,-3980.0,1710.0,-307.0,-127.0,11000.0,-22200.0,11400.0,129.0,718.0,1080.0,1690.0,194.0,204.0,36.0,4.29,5.51,0.0907,-4.29,-5.43,-4.38,-1.93,11.0,0.779,1.67,0.00142
C\C(O)=N/[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-3140.0,-18900.0,15800.0,-274.0,10.4,-10.4,0.641,4.05,1.48,5.0,-4860.0,2090.0,-377.0,-155.0,15300.0,-30900.0,15800.0,155.0,731.0,2330.0,2850.0,228.0,244.0,44.0,4.85,5.5,0.091,-4.85,-7.05,-5.31,-2.4,11.0,0.883,2.14,0.00325
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-3140.0,-18900.0,15700.0,-279.0,9.69,-9.69,1.01,5.38,1.1,5.34,-4850.0,2090.0,-380.0,-156.0,15300.0,-30900.0,15700.0,157.0,728.0,2420.0,2790.0,229.0,249.0,44.0,4.34,5.35,0.0935,-4.34,-6.68,-5.64,-2.36,10.7,0.811,1.76,0.00305
C[C@H](O[C@@H]1[C@@H]([NH3+])[C@H](O)O[C@H](CO)[C@@H]1O)C([O-])=O,-3590.0,-24500.0,20900.0,-284.0,9.5,-9.5,-0.33,11.8,0.677,12.3,-5550.0,2390.0,-430.0,-176.0,20400.0,-41200.0,20900.0,179.0,1220.0,2120.0,2260.0,230.0,270.0,50.0,4.92,4.59,0.109,-4.92,-8.52,-5.88,-2.71,9.17,1.07,2.63,0.00108
C[C@H](O[C@@H]1[C@@H]([NH3+])[C@H](O)O[C@H](CO)[C@@H]1O)C([O-])=O,-3590.0,-24000.0,20400.0,-315.0,9.69,-9.69,0.363,3.47,1.31,2.32,-5550.0,2380.0,-428.0,-177.0,19900.0,-40100.0,20400.0,179.0,1170.0,2300.0,2660.0,239.0,278.0,50.0,4.66,5.02,0.0995,-4.66,-7.92,-6.06,-2.72,10.0,0.928,2.16,4.65E-5
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@@H](N)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-4850.0,-38200.0,33400.0,-407.0,9.32,-9.32,0.728,3.8,1.08,4.07,-7430.0,3180.0,-599.0,-247.0,32700.0,-65900.0,33400.0,246.0,2600.0,4570.0,5540.0,324.0,388.0,68.0,4.29,5.02,0.0995,-4.29,-10.3,-9.6,-3.89,10.0,0.855,1.84,9.49E-4
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@@H](N)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-4850.0,-37700.0,32900.0,-408.0,9.49,-9.49,0.781,2.76,1.17,2.2,-7430.0,3180.0,-599.0,-248.0,32300.0,-65000.0,32900.0,247.0,2560.0,4580.0,6160.0,333.0,394.0,68.0,4.35,5.13,0.0974,-4.35,-10.5,-9.42,-3.86,10.3,0.848,1.85,3.7E-4
CC(=O)N[C@H]1[C@@H](OC(C)=O)O[C@@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-5420.0,-45800.0,40400.0,-466.0,9.68,-9.68,0.629,4.55,0.51,4.69,-8300.0,3560.0,-674.0,-277.0,39700.0,-79800.0,40400.0,274.0,3320.0,5040.0,6980.0,354.0,438.0,76.0,4.53,5.15,0.097,-4.53,-11.8,-10.6,-4.41,10.3,0.878,1.99,1.27E-4
CC(=O)N[C@@H]1[C@@H](OC(C)=O)O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,-5420.0,-45700.0,40300.0,-465.0,9.62,-9.62,0.7,4.74,0.589,4.54,-8300.0,3560.0,-673.0,-277.0,39600.0,-79500.0,40300.0,274.0,3480.0,5110.0,6410.0,356.0,445.0,76.0,4.46,5.16,0.0969,-4.46,-11.7,-10.7,-4.39,10.3,0.864,1.93,0.0025
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1NC(C)=O,-3290.0,-21300.0,18000.0,-278.0,9.78,-9.78,1.24,3.09,0.598,2.82,-5050.0,2170.0,-416.0,-172.0,17600.0,-35500.0,18000.0,174.0,1110.0,2060.0,2680.0,238.0,270.0,47.0,4.27,5.51,0.0907,-4.27,-7.08,-6.07,-2.55,11.0,0.775,1.65,1.14E-4
CO[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,-3290.0,-21500.0,18300.0,-284.0,9.68,-9.68,1.19,3.44,0.898,4.08,-5050.0,2170.0,-415.0,-172.0,17800.0,-35900.0,18300.0,173.0,1350.0,1850.0,2260.0,241.0,267.0,47.0,4.24,5.43,0.092,-4.24,-7.08,-6.05,-2.52,10.9,0.781,1.66,5.33E-4
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](N)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-4850.0,-38200.0,33300.0,-409.0,9.63,-9.63,0.926,2.03,1.21,2.65,-7430.0,3180.0,-599.0,-247.0,32700.0,-65800.0,33300.0,246.0,2440.0,4540.0,5730.0,324.0,388.0,68.0,4.35,5.28,0.0947,-4.35,-10.5,-9.39,-3.87,10.6,0.825,1.79,0.00117
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H]([NH3+])[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](NC(=O)CBr)[C@@H](OC(C)=O)[C@H]1OC(C)=O,-5630.0,-48000.0,42300.0,-452.0,9.64,-9.64,0.094,4.3,0.744,4.95,-8620.0,3670.0,-673.0,-276.0,41700.0,-83800.0,42300.0,275.0,3520.0,9150.0,10400.0,379.0,467.0,79.0,4.78,4.87,0.103,-4.78,-12.3,-10.3,-4.53,9.74,0.981,2.34,2.93E-4
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](NC(=O)CBr)[C@@H](OC(C)=O)[C@H]1OC(C)=O,-5630.0,-47800.0,42100.0,-453.0,9.82,-9.82,-0.209,4.87,0.655,5.42,-8620.0,3670.0,-673.0,-276.0,41500.0,-83300.0,42100.0,275.0,4510.0,8100.0,9670.0,383.0,475.0,79.0,5.02,4.81,0.104,-5.02,-12.7,-9.94,-4.51,9.61,1.04,2.62,6.2E-4
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](NC(=O)CBr)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-5630.0,-48000.0,42300.0,-451.0,9.78,-9.78,-0.177,7.43,0.628,7.71,-8620.0,3670.0,-673.0,-276.0,41700.0,-83700.0,42300.0,276.0,4550.0,7770.0,9510.0,383.0,476.0,79.0,4.98,4.8,0.104,-4.98,-12.7,-10.0,-4.55,9.6,1.04,2.58,1.01E-4
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](N\C(O)=C\Br)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-5630.0,-47600.0,42000.0,-437.0,8.61,-8.61,0.747,2.3,0.444,2.26,-8620.0,3670.0,-673.0,-276.0,41300.0,-83000.0,42000.0,275.0,5110.0,8580.0,10000.0,386.0,461.0,79.0,3.93,4.68,0.107,-3.93,-11.5,-11.3,-4.5,9.35,0.84,1.65,7.73E-5
OC[C@H]1O[C@@H](O)[C@H](N\C(O)=C/Br)[C@@H](O)[C@H]1O,-3350.0,-20800.0,17400.0,-253.0,9.01,-9.01,0.343,2.28,1.2,1.47,-5180.0,2200.0,-379.0,-154.0,17000.0,-34300.0,17400.0,157.0,868.0,5010.0,5330.0,250.0,276.0,47.0,4.33,4.68,0.107,-4.33,-6.86,-5.8,-2.52,9.35,0.927,2.01,0.00471
OC[C@H]1O[C@@H](O)[C@H](NC(=O)CBr)[C@@H](O)[C@H]1O,-3350.0,-20700.0,17300.0,-272.0,10.2,-10.2,-0.433,3.98,1.36,3.24,-5170.0,2200.0,-380.0,-155.0,16900.0,-34100.0,17300.0,157.0,891.0,4830.0,5430.0,250.0,276.0,47.0,5.31,4.87,0.103,-5.31,-7.51,-5.22,-2.48,9.75,1.09,2.89,0.00113
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](N\C(O)=C/Cl)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-5670.0,-48100.0,42400.0,-448.0,8.99,-8.99,0.437,2.2,0.351,2.46,-8710.0,3710.0,-672.0,-276.0,41700.0,-83900.0,42400.0,275.0,4210.0,5870.0,8370.0,370.0,461.0,79.0,4.28,4.71,0.106,-4.28,-11.8,-11.0,-4.48,9.43,0.907,1.94,2.75E-4
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](N\C(O)=C/Cl)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-5670.0,-47900.0,42300.0,-449.0,8.83,-8.83,0.585,2.37,0.315,2.17,-8710.0,3710.0,-672.0,-276.0,41600.0,-83600.0,42300.0,275.0,4020.0,6220.0,8620.0,371.0,457.0,79.0,4.12,4.71,0.106,-4.12,-11.7,-11.2,-4.52,9.41,0.876,1.8,2.45E-4
CC(=O)N[C@@H]1[C@@H](OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-5420.0,-45500.0,40100.0,-465.0,9.65,-9.65,0.844,1.8,0.526,2.23,-8300.0,3560.0,-674.0,-277.0,39400.0,-79300.0,40100.0,274.0,3160.0,5330.0,7030.0,357.0,431.0,76.0,4.4,5.25,0.0953,-4.4,-11.8,-10.5,-4.37,10.5,0.839,1.85,4.43E-4
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@@H](\N=C(/C)O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-5420.0,-44700.0,39300.0,-446.0,9.72,-9.73,0.842,2.05,0.434,1.96,-8300.0,3550.0,-669.0,-277.0,38600.0,-77600.0,39300.0,274.0,3130.0,5970.0,7940.0,364.0,440.0,76.0,4.44,5.28,0.0946,-4.44,-11.9,-10.6,-4.41,10.6,0.841,1.87,0.00112
C\C(O)=N\[C@H]1[C@@H](OCC2=CC=CC=C2)O[C@H](CO)[C@H](O)[C@@H]1O,-4080.0,-31300.0,27200.0,-250.0,9.82,-9.82,-0.151,3.23,1.05,2.41,-6150.0,2640.0,-572.0,-241.0,26700.0,-53700.0,27200.0,238.0,1670.0,4410.0,5500.0,301.0,358.0,61.0,4.99,4.84,0.103,-4.99,-10.3,-8.29,-3.85,9.67,1.03,2.57,0.00213
C\C(O)=N\[C@H]1[C@@H](OCC2=CC=CC=C2)O[C@H](CO)[C@H](O)[C@@H]1O,-4080.0,-30800.0,26700.0,-248.0,9.65,-9.65,0.092,2.21,1.15,1.49,-6150.0,2640.0,-572.0,-242.0,26200.0,-52600.0,26700.0,238.0,2780.0,3680.0,5580.0,313.0,363.0,61.0,4.78,4.87,0.103,-4.78,-10.0,-8.5,-3.85,9.75,0.981,2.35,0.00123
CC(=O)N[C@@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@@H]1OC1=CC=C2C(C)=CC(=O)OC2=C1,-5040.0,-40500.0,35400.0,-321.0,9.57,-9.57,-1.21,10.4,0.981,9.65,-7640.0,3280.0,-678.0,-281.0,34800.0,-69900.0,35400.0,278.0,2580.0,8350.0,9320.0,352.0,414.0,73.0,5.39,4.18,0.12,-5.39,-12.5,-10.6,-4.69,8.36,1.29,3.48,0.00451
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@H](CO)O[C@H]1OC1=CC=C2C(C)=CC(=O)OC2=C1,-5040.0,-40600.0,35500.0,-314.0,9.44,-9.44,-1.14,9.26,0.79,8.49,-7630.0,3270.0,-677.0,-281.0,34800.0,-70100.0,35500.0,278.0,2570.0,8030.0,8690.0,352.0,419.0,73.0,5.29,4.15,0.12,-5.29,-12.4,-10.6,-4.67,8.3,1.28,3.38,0.00679
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=CC=CC2=CC=CC=C12,-4450.0,-36200.0,31700.0,-228.0,8.94,-8.94,-0.74,2.84,0.89,2.44,-6660.0,2860.0,-645.0,-272.0,31100.0,-62600.0,31700.0,268.0,2280.0,5180.0,6320.0,321.0,402.0,67.0,4.84,4.1,0.122,-4.84,-11.2,-10.3,-4.49,8.2,1.18,2.86,0.00412
C\C(O)=N/[C@H]1[C@H](OC2=CC=CC3=CC=CC=C23)O[C@H](CO)[C@@H](O)[C@@H]1O,-4450.0,-35000.0,30500.0,-219.0,8.5,-8.5,-0.34,1.55,1.61,2.72,-6660.0,2860.0,-642.0,-271.0,30000.0,-60200.0,30500.0,266.0,2940.0,5600.0,7580.0,351.0,401.0,67.0,4.42,4.08,0.123,-4.42,-10.8,-10.6,-4.48,8.16,1.08,2.39,0.00356
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=CC=C(C=C1)[N+]([O-])=O,-4700.0,-34400.0,29700.0,-250.0,9.95,-9.95,-1.11,9.21,1.17,9.79,-7160.0,3050.0,-588.0,-243.0,29100.0,-58500.0,29700.0,245.0,2270.0,6500.0,8010.0,332.0,376.0,66.0,5.53,4.42,0.113,-5.53,-11.6,-8.93,-4.08,8.84,1.25,3.46,0.00365
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=CC=C(C=C1)[N+]([O-])=O,-4690.0,-34300.0,29600.0,-247.0,10.2,-10.2,-1.29,6.22,0.56,6.34,-7160.0,3050.0,-589.0,-243.0,29000.0,-58300.0,29600.0,246.0,2510.0,6140.0,8250.0,329.0,377.0,66.0,5.73,4.43,0.113,-5.73,-11.7,-8.95,-4.08,8.87,1.29,3.7,0.00532
CC(=O)N[C@H]1[C@H](OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-5420.0,-45000.0,39600.0,-462.0,9.53,-9.53,0.818,4.34,0.392,4.3,-8300.0,3560.0,-673.0,-277.0,38900.0,-78200.0,39600.0,274.0,3160.0,5710.0,7740.0,361.0,437.0,76.0,4.35,5.17,0.0967,-4.35,-11.6,-10.8,-4.35,10.3,0.842,1.83,4.65E-4
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](\N=C(\C)O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-5420.0,-45000.0,39500.0,-456.0,9.98,-9.98,0.828,0.944,1.24,1.0,-8300.0,3560.0,-669.0,-276.0,38900.0,-78100.0,39500.0,273.0,3600.0,5310.0,7580.0,367.0,431.0,76.0,4.58,5.41,0.0925,-4.58,-12.0,-10.3,-4.41,10.8,0.847,1.94,3.89E-4
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1\N=C(\C)O,-3290.0,-21000.0,17700.0,-268.0,9.87,-9.87,1.32,1.61,1.57,1.02,-5050.0,2170.0,-412.0,-171.0,17300.0,-34800.0,17700.0,172.0,957.0,2410.0,3040.0,244.0,267.0,47.0,4.27,5.6,0.0893,-4.27,-7.14,-5.98,-2.59,11.2,0.764,1.63,0.00239
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,-3290.0,-21400.0,18100.0,-275.0,9.94,-9.94,1.04,1.65,1.31,2.96,-5050.0,2170.0,-415.0,-172.0,17600.0,-35500.0,18100.0,173.0,1130.0,2060.0,2530.0,240.0,271.0,47.0,4.45,5.49,0.0911,-4.45,-7.22,-5.93,-2.56,11.0,0.811,1.8,5.15E-4
CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1OC1=CC=C(C=C1)[N+]([O-])=O,-4700.0,-34700.0,30100.0,-257.0,10.1,-10.1,-1.21,6.34,0.418,6.28,-7160.0,3050.0,-589.0,-243.0,29400.0,-59200.0,30100.0,245.0,2490.0,5880.0,7420.0,324.0,372.0,66.0,5.64,4.43,0.113,-5.64,-11.7,-8.87,-4.08,8.86,1.27,3.59,0.0034
CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1OC1=CC=C(C=C1)[N+]([O-])=O,-4700.0,-34600.0,29900.0,-251.0,10.2,-10.2,-1.39,5.25,1.15,4.58,-7160.0,3050.0,-589.0,-243.0,29200.0,-58800.0,29900.0,246.0,2200.0,6560.0,8040.0,321.0,375.0,66.0,5.8,4.41,0.113,-5.8,-11.8,-8.88,-4.06,8.82,1.31,3.81,0.00439
C\C(O)=N/[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,-3140.0,-19000.0,15900.0,-276.0,10.0,-10.0,1.22,1.88,0.677,1.68,-4860.0,2090.0,-377.0,-155.0,15500.0,-31200.0,15900.0,156.0,670.0,2340.0,2780.0,227.0,243.0,44.0,4.41,5.63,0.0888,-4.41,-6.77,-5.52,-2.39,11.3,0.784,1.73,0.00253
C\C(O)=N\[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,-3140.0,-19000.0,15900.0,-273.0,10.2,-10.2,0.766,2.56,0.851,2.52,-4860.0,2090.0,-377.0,-155.0,15500.0,-31200.0,15900.0,156.0,739.0,2240.0,2750.0,226.0,246.0,44.0,4.74,5.51,0.0908,-4.74,-6.95,-5.39,-2.36,11.0,0.861,2.04,0.00278
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OC1=CC=C(C=C1)[N+]([O-])=O,-4700.0,-34600.0,29900.0,-255.0,9.98,-9.98,-1.19,5.21,1.18,5.14,-7160.0,3050.0,-589.0,-243.0,29300.0,-59000.0,29900.0,245.0,2690.0,5750.0,7390.0,326.0,369.0,66.0,5.58,4.4,0.114,-5.58,-11.7,-8.87,-4.1,8.8,1.27,3.54,0.0028
C\C(O)=N\[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OC1=CC=C(C=C1)[N+]([O-])=O,-4690.0,-34500.0,29800.0,-249.0,9.98,-9.98,-1.18,4.57,1.78,4.55,-7170.0,3050.0,-585.0,-242.0,29200.0,-58800.0,29800.0,243.0,2460.0,6160.0,7730.0,321.0,365.0,66.0,5.58,4.4,0.114,-5.58,-11.7,-8.88,-4.09,8.8,1.27,3.54,0.00395
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-3140.0,-18900.0,15800.0,-285.0,10.1,-10.1,0.763,4.66,0.633,5.15,-4860.0,2090.0,-380.0,-156.0,15400.0,-31000.0,15800.0,156.0,717.0,2350.0,2830.0,228.0,243.0,44.0,4.67,5.43,0.0921,-4.67,-6.95,-5.39,-2.36,10.9,0.859,2.0,0.00199
CC(O)=N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-3140.0,-19000.0,15900.0,-263.0,10.1,-10.1,0.853,1.5,1.02,2.43,-4850.0,2080.0,-377.0,-156.0,15500.0,-31200.0,15900.0,156.0,754.0,2250.0,2630.0,226.0,249.0,44.0,4.61,5.46,0.0916,-4.61,-6.93,-5.42,-2.39,10.9,0.844,1.94,0.00207
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,-3140.0,-19000.0,15800.0,-276.0,9.73,-9.73,0.832,4.2,1.03,4.36,-4850.0,2090.0,-380.0,-156.0,15400.0,-31000.0,15800.0,157.0,792.0,2310.0,2740.0,228.0,250.0,44.0,4.45,5.28,0.0947,-4.45,-6.66,-5.71,-2.38,10.6,0.842,1.87,0.00214
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,-3140.0,-19000.0,15800.0,-276.0,9.74,-9.74,0.84,4.08,1.23,4.11,-4850.0,2080.0,-380.0,-156.0,15400.0,-31000.0,15800.0,157.0,744.0,2340.0,2780.0,228.0,250.0,44.0,4.45,5.29,0.0946,-4.45,-6.66,-5.71,-2.33,10.6,0.841,1.87,0.00203
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-3810.0,-24200.0,20300.0,-267.0,10.3,-10.3,-0.68,2.49,1.36,3.04,-5870.0,2490.0,-439.0,-177.0,19800.0,-40000.0,20300.0,184.0,908.0,4220.0,4710.0,262.0,282.0,52.0,5.5,4.82,0.104,-5.5,-8.93,-6.16,-2.84,9.63,1.14,3.14,0.00357
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-3810.0,-24200.0,20300.0,-267.0,10.3,-10.3,-0.68,2.5,1.36,3.04,-5870.0,2490.0,-439.0,-177.0,19800.0,-40000.0,20300.0,184.0,908.0,4220.0,4710.0,261.0,284.0,52.0,5.5,4.82,0.104,-5.5,-8.93,-6.16,-2.79,9.63,1.14,3.14,0.00355
[NH3+][C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,-2590.0,-14400.0,11800.0,-215.0,9.92,-10.3,-5.37,2.49,2.08,3.98,-4010.0,1730.0,-312.0,-127.0,11400.0,-23000.0,11800.0,131.0,841.0,1100.0,1330.0,197.0,209.0,36.0,7.84,2.47,0.202,-7.84,-8.88,-3.61,-1.93,4.95,3.17,12.4,0.26
