Ligand,affinity_(kcal/mol),rmsd_lb,rmsd_ub
Lig196,-4.4,3.482,4.725
Lig196,-4.3,3.831,5.895
Lig196,-4.3,3.141,4.300
Lig196,-4.3,2.354,4.044
Lig196,-4.3,4.259,6.376
Lig196,-4.2,9.598,11.153
Lig196,-4.2,4.117,5.201
Lig196,-4.2,7.890,9.789
Lig196,-4.2,3.068,5.511
Lig196,-4.2,7.877,9.821
Lig196,-4.2,9.123,10.355
Lig196,-4.1,3.568,4.889
Lig197,-5.6,0.000,0.000
Lig197,-5.0,2.600,4.151
Lig197,-4.9,4.921,7.486
Lig197,-4.9,4.592,6.853
Lig197,-4.6,3.569,5.514
Lig197,-4.6,8.365,10.154
Lig197,-4.5,7.723,9.330
Lig197,-4.5,3.169,4.226
Lig197,-4.5,2.180,5.243
Lig197,-4.4,6.072,8.436
Lig197,-4.3,7.705,9.504
Lig197,-4.3,6.922,9.249
Lig197,-4.2,9.782,11.425
Lig197,-4.2,2.677,4.223
Lig197,-4.2,2.448,3.993
Lig197,-4.2,2.986,5.818
Lig197,-4.1,3.643,4.471
Lig197,-4.1,3.082,5.014
Lig197,-4.0,3.805,5.961
Lig197,-4.0,6.528,9.282
Lig198,-5.8,0.000,0.000
Lig198,-5.5,2.837,4.898
Lig198,-5.3,2.097,4.912
Lig198,-4.9,2.328,2.892
Lig198,-4.8,9.610,11.274
Lig198,-4.5,2.206,3.344
Lig198,-4.5,5.384,7.746
Lig198,-4.5,1.797,4.817
Lig198,-4.5,7.673,9.709
Lig198,-4.4,2.337,5.335
Lig198,-4.3,7.525,9.014
Lig198,-4.2,2.436,4.190
Lig198,-4.2,2.670,4.803
Lig198,-4.1,3.169,4.783
Lig198,-4.1,2.082,5.183
Lig198,-4.1,6.080,7.768
Lig198,-4.1,2.533,4.092
Lig198,-4.0,9.106,10.753
Lig198,-4.0,8.339,9.842
Lig198,-4.0,1.922,5.147
Lig199,-5.6,0.000,0.000
Lig199,-5.3,2.016,4.319
Lig199,-5.1,1.900,2.538
Lig199,-5.1,2.553,4.413
Lig199,-4.9,1.355,3.050
Lig199,-4.9,2.340,3.611
Lig199,-4.7,9.673,10.839
Lig199,-4.6,2.600,4.275
Lig199,-4.6,3.168,4.590
Lig199,-4.6,2.100,2.652
Lig199,-4.5,2.955,4.354
Lig199,-4.4,9.075,10.208
Lig199,-4.4,2.087,3.960
Lig199,-4.4,2.277,2.877
Lig199,-4.4,8.846,9.825
Lig199,-4.3,5.993,7.561
Lig199,-4.2,6.240,7.651
Lig199,-4.2,2.852,4.498
Lig199,-4.2,2.781,3.541
Lig199,-4.1,3.150,4.415
Lig19,-5.8,0.000,0.000
Lig19,-5.3,1.932,2.916
Lig19,-5.0,2.949,4.445
Lig19,-5.0,7.049,9.039
Lig19,-5.0,3.354,5.607
Lig19,-4.6,3.311,4.497
Lig19,-4.5,4.190,5.408
Lig19,-4.5,2.395,5.251
Lig19,-4.5,2.916,5.801
Lig19,-4.4,7.248,9.195
Lig19,-4.4,6.847,8.747
Lig19,-4.3,10.085,11.655
Lig19,-4.3,2.580,5.836
Lig19,-4.2,5.493,7.607
Lig19,-4.2,4.723,6.763
Lig19,-4.1,3.358,3.924
Lig19,-4.0,4.476,6.312
Lig19,-4.0,3.689,4.841
Lig19,-4.0,2.943,4.594
Lig19,-3.9,4.862,6.957
Lig1,-7.2,0.000,0.000
Lig1,-6.0,2.418,6.432
Lig1,-5.9,2.167,2.564
Lig1,-5.9,4.377,7.466
Lig1,-5.9,4.310,7.398
Lig1,-5.7,3.736,6.345
Lig1,-5.7,2.664,3.371
Lig1,-5.7,9.045,10.075
Lig1,-5.5,3.582,5.213
Lig1,-5.4,3.257,3.882
Lig1,-5.4,2.944,4.035
Lig1,-5.2,1.355,2.309
Lig1,-5.2,3.414,6.730
Lig1,-5.1,3.978,7.036
Lig1,-5.1,5.151,7.782
Lig1,-5.0,2.417,6.282
Lig1,-5.0,9.754,10.947
Lig1,-4.9,4.033,5.062
Lig1,-4.7,3.566,7.010
Lig1,-4.7,9.851,11.389
Lig200,-6.0,0.000,0.000
Lig200,-5.8,2.103,3.726
Lig200,-5.0,2.083,2.384
Lig200,-5.0,2.618,4.373
Lig200,-4.8,1.656,2.917
Lig200,-4.7,3.127,4.377
Lig200,-4.5,2.896,4.448
Lig200,-4.4,2.956,4.157
Lig200,-4.4,3.077,4.503
Lig200,-4.4,2.822,3.876
Lig200,-4.3,2.862,4.708
Lig200,-4.3,2.074,2.649
Lig200,-4.2,8.735,10.062
Lig200,-4.2,2.406,3.552
Lig200,-4.1,3.461,4.735
Lig200,-4.1,3.214,4.248
Lig200,-4.1,2.073,3.195
Lig200,-4.1,3.806,5.789
Lig200,-4.0,2.607,3.928
Lig200,-3.9,6.178,7.862
Lig201,-6.0,0.000,0.000
Lig201,-5.8,2.086,3.725
Lig201,-5.1,1.130,1.234
Lig201,-5.0,2.055,2.346
Lig201,-4.9,2.622,4.361
Lig201,-4.8,1.640,2.921
Lig201,-4.7,1.795,3.173
Lig201,-4.7,3.141,4.516
Lig201,-4.7,2.882,4.202
Lig201,-4.5,2.209,4.046
Lig201,-4.5,2.391,4.067
Lig201,-4.3,2.962,4.490
Lig201,-4.3,2.064,2.672
Lig201,-4.2,5.948,7.172
Lig201,-4.1,2.933,4.716
Lig201,-4.1,7.339,9.529
Lig201,-4.1,3.368,4.849
Lig201,-4.0,7.612,8.496
Lig201,-3.9,6.589,8.253
Lig201,-3.9,2.837,4.288
Lig202,-5.8,0.000,0.000
Lig202,-5.7,1.692,5.547
Lig202,-5.5,2.759,5.432
Lig202,-5.2,2.673,5.756
Lig202,-5.2,2.052,2.861
Lig202,-5.0,2.140,2.594
Lig202,-4.9,2.530,3.716
Lig202,-4.8,3.033,4.301
Lig202,-4.8,2.523,3.387
Lig202,-4.8,8.067,9.990
Lig202,-4.6,2.308,5.631
Lig202,-4.5,6.734,9.483
Lig202,-4.5,2.430,3.013
Lig202,-4.3,4.160,6.011
Lig202,-4.3,2.024,4.996
Lig202,-4.3,8.415,9.713
Lig202,-4.3,3.324,5.444
Lig202,-4.3,9.151,9.509
Lig202,-4.2,3.621,6.056
Lig203,-5.7,0.000,0.000
Lig203,-5.6,1.677,5.579
Lig203,-5.5,2.766,5.438
Lig203,-5.3,2.874,6.073
Lig203,-5.2,2.068,2.876
Lig203,-5.1,2.811,4.533
Lig203,-5.0,1.486,2.760
Lig203,-5.0,2.231,2.751
Lig203,-4.8,2.821,4.029
Lig203,-4.7,2.056,4.812
Lig203,-4.7,3.126,4.446
Lig203,-4.7,2.758,3.974
Lig203,-4.6,2.787,5.678
Lig203,-4.4,7.434,9.231
Lig203,-4.3,3.463,5.257
Lig203,-4.3,2.516,6.268
Lig203,-4.2,3.624,4.718
Lig203,-4.2,3.667,5.341
Lig203,-4.0,5.268,7.737
Lig203,-4.0,3.165,5.810
Lig204,-6.4,0.000,0.000
Lig204,-5.7,2.916,5.429
Lig204,-5.5,2.731,5.416
Lig204,-5.5,2.469,3.853
Lig204,-5.1,1.747,1.971
Lig204,-5.0,1.935,5.427
Lig204,-4.9,2.652,3.954
Lig204,-4.9,2.803,5.316
Lig204,-4.9,2.009,2.710
Lig204,-4.7,3.288,4.150
Lig204,-4.6,6.386,9.513
Lig204,-4.5,3.251,3.984
Lig204,-4.4,6.576,8.569
Lig204,-4.4,3.000,5.364
Lig204,-4.3,3.172,5.042
Lig204,-4.2,3.635,4.411
Lig204,-4.2,8.862,10.290
Lig204,-4.2,5.523,7.869
Lig204,-4.2,2.826,4.264
Lig204,-4.1,6.323,8.269
Lig205,-5.4,0.000,0.000
Lig205,-5.3,1.954,4.930
Lig205,-5.3,8.082,10.083
Lig205,-5.3,3.023,5.534
Lig205,-5.2,2.305,4.019
Lig205,-5.0,3.172,5.730
Lig205,-5.0,2.979,6.734
Lig205,-4.9,5.739,8.256
Lig205,-4.7,8.429,9.777
Lig205,-4.6,2.318,5.703
Lig205,-4.6,2.238,3.302
Lig205,-4.5,8.031,9.452
Lig205,-4.5,3.509,5.312
Lig205,-4.4,7.963,10.163
Lig205,-4.4,7.837,8.726
Lig205,-4.4,2.369,6.127
Lig205,-4.3,2.576,3.926
Lig205,-4.3,5.993,8.223
Lig205,-4.3,2.888,4.876
Lig205,-4.2,5.002,7.191
Lig206,-5.7,0.000,0.000
Lig206,-5.4,2.031,4.542
Lig206,-5.3,2.822,5.013
Lig206,-5.3,9.172,10.827
Lig206,-5.1,2.411,3.684
Lig206,-5.0,2.720,4.398
Lig206,-4.9,2.367,3.017
Lig206,-4.9,1.820,2.412
Lig206,-4.8,2.362,5.232
Lig206,-4.8,2.365,3.512
Lig206,-4.6,7.668,8.906
Lig206,-4.5,2.705,5.991
Lig206,-4.5,9.302,10.740
Lig206,-4.5,6.877,9.204
Lig206,-4.4,6.741,9.039
Lig206,-4.3,2.042,5.095
Lig206,-4.3,8.508,10.418
Lig206,-4.2,6.249,9.355
Lig206,-4.2,2.550,4.257
Lig206,-4.1,2.656,5.979
Lig207,-5.4,0.000,0.000
Lig207,-5.3,1.900,4.896
Lig207,-5.2,2.263,3.851
Lig207,-5.0,2.771,6.530
Lig207,-5.0,2.506,3.669
Lig207,-5.0,1.979,3.259
Lig207,-5.0,2.136,5.092
Lig207,-4.9,8.301,9.779
Lig207,-4.8,2.208,5.801
Lig207,-4.6,2.560,4.596
Lig207,-4.6,3.088,6.420
Lig207,-4.5,2.547,4.377
Lig207,-4.5,7.515,9.662
Lig207,-4.5,3.743,5.880
Lig207,-4.5,8.369,10.425
Lig207,-4.4,7.984,10.037
Lig207,-4.4,4.621,8.333
Lig207,-4.2,4.884,6.999
Lig207,-4.1,5.217,8.503
Lig207,-4.0,3.778,7.072
Lig208,-5.3,0.000,0.000
Lig208,-5.2,2.243,4.528
Lig208,-4.8,3.397,6.163
Lig208,-4.7,2.497,5.688
Lig208,-4.7,2.152,4.712
Lig208,-4.6,2.433,5.406
Lig208,-4.6,2.597,5.641
Lig208,-4.6,10.896,13.595
Lig208,-4.5,10.016,11.980
Lig208,-4.5,10.462,12.514
Lig208,-4.5,2.983,5.198
Lig208,-4.4,2.260,4.769
Lig208,-4.3,2.475,3.463
Lig208,-4.3,2.477,5.350
Lig208,-4.3,3.150,5.398
Lig208,-4.2,2.398,5.648
Lig208,-4.2,9.664,12.085
Lig208,-4.1,2.914,5.503
Lig208,-4.1,2.460,5.658
Lig208,-4.0,3.328,6.739
Lig209,-5.8,0.000,0.000
Lig209,-5.6,3.156,7.332
Lig209,-5.6,2.589,6.267
Lig209,-5.5,2.147,5.798
Lig209,-5.3,2.042,7.020
Lig209,-5.2,1.980,5.933
Lig209,-5.2,2.773,7.068
Lig209,-5.2,2.127,6.243
Lig209,-5.2,7.490,11.230
Lig209,-5.1,5.049,8.033
Lig209,-5.0,6.202,9.850
Lig209,-4.9,7.044,9.645
Lig209,-4.8,8.443,11.537
Lig209,-4.8,3.725,5.539
Lig209,-4.7,4.810,8.522
Lig209,-4.7,2.841,7.267
Lig209,-4.7,2.558,3.648
Lig209,-4.5,6.927,10.401
Lig209,-4.5,9.092,11.060
Lig209,-4.4,8.402,11.400
Lig20,-5.7,0.000,0.000
Lig20,-5.2,1.774,2.871
Lig20,-5.1,4.328,6.848
Lig20,-5.1,3.408,5.545
Lig20,-4.7,5.724,7.868
Lig20,-4.6,6.654,8.908
Lig20,-4.6,2.680,3.571
Lig20,-4.5,2.482,3.440
Lig20,-4.4,8.327,9.982
Lig20,-4.4,7.711,9.330
Lig20,-4.4,7.005,8.733
Lig20,-4.3,3.249,5.079
Lig20,-4.2,7.188,9.290
Lig20,-4.1,6.148,9.047
Lig20,-4.1,8.572,10.187
Lig20,-4.1,3.856,4.770
Lig20,-4.1,3.708,4.964
Lig20,-4.1,6.836,8.942
Lig20,-3.9,6.043,8.408
Lig20,-3.9,7.372,9.249
Lig210,-5.5,0.000,0.000
Lig210,-5.5,1.402,5.683
Lig210,-5.4,2.052,4.570
Lig210,-5.4,2.417,5.340
Lig210,-5.3,1.874,5.232
Lig210,-5.3,2.942,6.311
Lig210,-5.2,2.298,3.339
Lig210,-5.1,2.229,6.099
Lig210,-5.0,1.915,5.893
Lig210,-5.0,3.161,6.457
Lig210,-4.9,2.386,6.271
Lig210,-4.9,3.246,6.442
Lig210,-4.7,2.111,6.944
Lig210,-4.7,2.120,2.610
Lig210,-4.7,3.265,6.493
Lig210,-4.6,2.237,5.751
Lig210,-4.6,2.650,5.355
Lig210,-4.5,2.635,5.681
Lig210,-4.5,3.499,7.351
Lig210,-4.4,2.902,3.934
Lig211,-5.6,0.000,0.000
Lig211,-5.6,8.144,12.246
Lig211,-5.5,2.176,7.187
Lig211,-5.5,8.168,12.533
Lig211,-5.3,1.897,5.293
Lig211,-5.3,2.276,5.541
Lig211,-5.3,2.134,3.536
Lig211,-5.2,2.100,4.729
Lig211,-5.0,3.856,6.813
Lig211,-4.9,8.176,12.087
Lig211,-4.8,3.304,6.188
Lig211,-4.8,10.021,11.969
Lig211,-4.8,3.332,7.796
Lig211,-4.8,8.991,12.453
Lig211,-4.8,1.955,5.349
Lig211,-4.6,3.563,5.944
Lig211,-4.6,3.277,6.341
Lig211,-4.5,9.376,12.233
Lig211,-4.5,8.583,11.407
Lig211,-4.5,2.100,5.604
Lig212,-5.6,0.000,0.000
Lig212,-5.4,1.432,5.078
Lig212,-5.0,2.183,2.717
Lig212,-4.9,4.840,7.884
Lig212,-4.9,2.985,6.240
Lig212,-4.9,1.916,5.758
Lig212,-4.9,5.790,9.017
Lig212,-4.8,2.082,4.563
Lig212,-4.8,1.809,2.009
Lig212,-4.7,2.598,6.547
Lig212,-4.7,7.726,11.559
Lig212,-4.6,2.118,6.610
Lig212,-4.6,4.364,7.968
Lig212,-4.5,8.819,11.501
Lig212,-4.5,2.853,7.349
Lig212,-4.5,2.252,6.321
Lig212,-4.5,2.970,7.087
Lig212,-4.4,2.660,6.335
Lig212,-4.4,2.508,6.593
Lig212,-4.4,2.925,6.861
Lig213,-5.5,0.000,0.000
Lig213,-5.4,1.485,5.094
Lig213,-5.0,5.238,9.251
Lig213,-5.0,8.144,11.071
Lig213,-4.9,2.968,6.175
Lig213,-4.9,3.019,6.789
Lig213,-4.9,6.496,9.448
Lig213,-4.8,7.227,10.182
Lig213,-4.8,8.934,11.470
Lig213,-4.7,9.118,11.571
Lig213,-4.7,2.468,4.107
Lig213,-4.6,7.618,11.187
Lig213,-4.6,2.191,2.785
Lig213,-4.6,2.426,6.925
Lig213,-4.6,2.394,6.049
Lig213,-4.5,2.324,5.996
Lig213,-4.5,2.388,6.545
Lig213,-4.5,8.688,10.778
Lig213,-4.5,2.012,5.151
Lig213,-4.5,2.281,4.242
Lig214,-5.6,0.000,0.000
Lig214,-5.2,2.931,5.327
Lig214,-5.2,2.099,4.247
Lig214,-5.1,1.916,4.848
Lig214,-5.1,1.602,1.777
Lig214,-5.1,2.736,6.054
Lig214,-5.0,2.803,5.449
Lig214,-5.0,4.266,6.635
Lig214,-4.8,2.012,3.850
Lig214,-4.7,2.505,3.989
Lig214,-4.7,2.447,4.059
Lig214,-4.6,6.945,8.471
Lig214,-4.5,7.131,8.182
Lig214,-4.4,7.210,8.119
Lig214,-4.3,5.318,7.788
Lig214,-4.3,4.958,7.754
Lig214,-4.3,3.491,7.737
Lig214,-4.2,5.136,7.267
Lig214,-4.1,2.655,5.180
Lig214,-4.0,2.812,4.041
Lig215,-5.2,0.000,0.000
Lig215,-5.2,1.837,2.246
Lig215,-4.8,5.698,7.923
Lig215,-4.7,2.418,4.220
Lig215,-4.6,1.759,2.355
Lig215,-4.6,6.220,7.967
Lig215,-4.4,6.752,9.204
Lig215,-4.4,3.019,4.863
Lig215,-4.3,1.980,5.221
Lig215,-4.3,1.878,2.257
Lig215,-4.2,4.590,7.688
Lig215,-4.2,2.323,4.481
Lig215,-4.2,7.306,9.210
Lig215,-4.1,3.769,5.874
Lig215,-4.1,3.604,5.362
Lig215,-4.1,1.758,2.413
Lig215,-4.0,4.857,7.062
Lig215,-4.0,3.822,5.103
Lig215,-4.0,7.485,9.527
Lig215,-3.8,2.920,6.042
Lig216,-5.2,0.000,0.000
Lig216,-5.2,1.954,2.415
Lig216,-4.8,4.173,7.197
Lig216,-4.8,3.383,5.167
Lig216,-4.7,6.832,8.571
Lig216,-4.6,4.865,7.081
Lig216,-4.5,5.789,7.850
Lig216,-4.5,4.750,7.203
Lig216,-4.4,4.445,6.148
Lig216,-4.4,5.106,7.574
Lig216,-4.4,2.640,4.848
Lig216,-4.4,1.652,2.303
Lig216,-4.4,5.801,8.507
Lig216,-4.3,5.267,7.675
Lig216,-4.3,2.799,3.449
Lig216,-4.3,1.920,3.946
Lig216,-4.3,3.053,5.563
Lig216,-4.3,5.478,7.522
Lig216,-4.1,5.023,6.625
Lig216,-3.9,6.073,7.873
Lig217,-5.5,0.000,0.000
Lig217,-5.3,3.502,7.181
Lig217,-5.3,2.265,6.641
Lig217,-5.2,3.224,5.677
Lig217,-5.1,3.652,7.518
Lig217,-5.0,2.036,5.412
Lig217,-4.9,2.239,5.709
Lig217,-4.9,2.224,6.608
Lig217,-4.7,3.925,8.576
Lig217,-4.7,2.445,6.130
Lig217,-4.7,2.340,6.948
Lig217,-4.6,2.628,6.003
Lig217,-4.6,2.101,5.046
Lig217,-4.5,7.425,11.105
Lig217,-4.5,1.957,5.179
Lig217,-4.5,2.738,6.192
Lig217,-4.4,3.398,6.658
Lig217,-4.3,2.135,7.034
Lig217,-4.3,9.492,12.149
Lig217,-4.2,2.366,6.653
Lig218,-5.4,0.000,0.000
Lig218,-5.3,2.152,6.609
Lig218,-5.3,3.685,7.241
Lig218,-5.3,3.374,5.762
Lig218,-5.1,1.841,2.298
Lig218,-5.0,2.022,5.538
Lig218,-5.0,4.108,8.710
Lig218,-5.0,2.723,5.732
Lig218,-4.9,2.681,6.217
Lig218,-4.9,2.160,5.729
Lig218,-4.9,2.486,5.003
Lig218,-4.8,3.214,6.551
Lig218,-4.8,2.131,6.260
Lig218,-4.7,7.397,11.149
Lig218,-4.6,10.681,12.997
Lig218,-4.6,9.348,11.494
Lig218,-4.5,6.855,10.607
Lig218,-4.5,3.007,5.933
Lig218,-4.5,4.831,8.153
Lig218,-4.4,9.101,12.289
Lig219,-5.2,0.000,0.000
Lig219,-4.8,8.630,11.643
Lig219,-4.8,3.238,5.974
Lig219,-4.7,9.179,11.947
Lig219,-4.7,2.098,4.282
Lig219,-4.7,2.304,5.498
Lig219,-4.6,2.198,4.494
Lig219,-4.6,3.746,6.160
Lig219,-4.6,9.518,12.499
Lig219,-4.5,2.365,5.454
Lig219,-4.5,3.323,6.349
Lig219,-4.4,2.569,3.920
Lig219,-4.4,2.883,5.496
Lig219,-4.4,3.243,4.787
Lig219,-4.4,2.549,5.596
Lig219,-4.4,2.647,5.364
Lig219,-4.3,2.183,5.253
Lig219,-4.3,10.737,13.599
Lig219,-4.3,2.717,5.611
Lig219,-4.2,2.837,3.929
Lig21,-5.1,0.000,0.000
Lig21,-4.9,3.116,4.848
Lig21,-4.9,3.089,5.286
Lig21,-4.9,1.925,4.825
Lig21,-4.7,2.485,3.518
Lig21,-4.7,8.071,9.849
Lig21,-4.7,3.199,5.199
Lig21,-4.6,2.574,5.286
Lig21,-4.6,7.938,9.625
Lig21,-4.5,1.592,4.735
Lig21,-4.5,2.331,5.115
Lig21,-4.4,2.122,3.655
Lig21,-4.4,2.446,4.321
Lig21,-4.4,2.991,4.594
Lig21,-4.4,2.985,4.451
Lig21,-4.2,2.311,4.932
Lig21,-4.2,2.347,4.729
Lig21,-4.1,2.600,4.284
Lig21,-4.0,1.796,4.953
Lig21,-4.0,7.351,9.691
Lig220,-5.4,0.000,0.000
Lig220,-5.3,2.796,6.109
Lig220,-5.2,2.424,3.454
Lig220,-5.0,4.439,6.427
Lig220,-4.9,3.826,6.824
Lig220,-4.8,5.442,7.765
Lig220,-4.8,1.833,2.215
Lig220,-4.8,3.354,6.166
Lig220,-4.7,5.097,7.937
Lig220,-4.7,4.357,7.418
Lig220,-4.6,4.137,7.311
Lig220,-4.6,3.458,5.673
Lig220,-4.6,9.362,12.358
Lig220,-4.5,4.029,4.674
Lig220,-4.5,8.756,10.817
Lig220,-4.4,2.815,6.341
Lig220,-4.4,2.832,6.819
Lig220,-4.3,9.401,11.405
Lig220,-4.2,2.986,4.809
Lig220,-4.2,2.759,6.700
Lig221,-5.4,0.000,0.000
Lig221,-5.4,3.179,6.045
Lig221,-5.4,2.211,2.654
Lig221,-5.0,5.574,8.774
Lig221,-5.0,5.168,8.154
Lig221,-5.0,5.459,8.520
Lig221,-4.9,8.078,11.396
Lig221,-4.9,6.192,9.377
Lig221,-4.9,3.767,6.524
Lig221,-4.9,6.929,9.753
Lig221,-4.7,3.275,6.328
Lig221,-4.7,4.004,6.798
Lig221,-4.7,5.979,9.369
Lig221,-4.6,2.466,5.444
Lig221,-4.6,3.530,7.160
Lig221,-4.6,4.514,7.940
Lig221,-4.5,9.291,12.922
Lig221,-4.5,12.948,14.210
Lig221,-4.5,11.467,14.085
Lig221,-4.4,6.514,10.393
Lig222,-5.4,0.000,0.000
Lig222,-5.3,8.201,11.837
Lig222,-5.3,2.953,7.084
Lig222,-5.3,2.191,5.286
Lig222,-5.2,2.779,7.348
Lig222,-5.2,3.063,6.612
Lig222,-5.1,1.328,2.124
Lig222,-5.1,7.398,11.855
Lig222,-5.0,4.007,7.049
Lig222,-5.0,4.537,7.593
Lig222,-4.9,2.062,5.277
Lig222,-4.9,5.229,8.811
Lig222,-4.8,5.878,8.206
Lig222,-4.7,2.763,6.039
Lig222,-4.7,5.293,7.510
Lig222,-4.6,2.186,4.057
Lig222,-4.6,3.459,5.419
Lig222,-4.6,10.465,13.676
Lig222,-4.5,2.510,3.579
Lig222,-4.4,13.020,14.777
Lig223,-5.6,0.000,0.000
Lig223,-5.6,4.196,8.674
Lig223,-5.2,3.499,6.334
Lig223,-5.2,2.847,4.206
Lig223,-5.1,4.107,8.338
Lig223,-5.0,4.708,7.136
Lig223,-5.0,1.902,4.980
Lig223,-5.0,3.053,6.318
Lig223,-5.0,3.630,6.863
Lig223,-4.9,3.348,7.606
Lig223,-4.9,4.849,8.853
Lig223,-4.9,2.800,6.094
Lig223,-4.8,4.365,6.445
Lig223,-4.8,5.455,7.510
Lig223,-4.7,2.048,3.068
Lig223,-4.7,2.803,6.375
Lig223,-4.6,3.071,6.435
Lig223,-4.6,3.666,6.917
Lig223,-4.5,3.170,6.215
Lig223,-4.4,4.049,6.170
Lig224,-5.5,0.000,0.000
Lig224,-5.4,1.307,1.469
Lig224,-5.4,3.814,8.231
Lig224,-5.4,2.000,5.211
Lig224,-5.3,2.823,5.682
Lig224,-5.3,3.120,6.160
Lig224,-5.2,2.644,5.948
Lig224,-5.1,5.790,9.712
Lig224,-5.0,1.611,1.966
Lig224,-5.0,3.380,6.886
Lig224,-5.0,4.548,7.073
Lig224,-5.0,11.317,12.975
Lig224,-5.0,4.268,8.868
Lig224,-4.9,3.055,7.044
Lig224,-4.9,1.958,5.798
Lig224,-4.9,3.738,5.206
Lig224,-4.8,3.112,5.980
Lig224,-4.8,1.946,3.048
Lig224,-4.7,3.775,7.930
Lig224,-4.7,4.794,9.065
Lig225,-5.7,0.000,0.000
Lig225,-5.5,3.179,6.409
Lig225,-5.4,1.741,1.929
Lig225,-5.4,3.837,8.183
Lig225,-5.4,3.269,6.069
Lig225,-5.3,4.546,7.114
Lig225,-5.2,3.219,6.021
Lig225,-5.2,3.307,6.156
Lig225,-5.1,4.163,8.553
Lig225,-5.1,10.160,12.047
Lig225,-5.0,8.090,11.478
Lig225,-5.0,4.799,9.211
Lig225,-5.0,1.704,1.939
Lig225,-5.0,3.234,5.584
Lig225,-4.9,3.286,6.425
Lig225,-4.7,2.456,4.160
Lig225,-4.7,2.801,6.097
Lig225,-4.7,3.604,8.458
Lig225,-4.6,3.598,7.583
Lig225,-4.6,2.850,6.582
Lig226,-6.3,0.000,0.000
Lig226,-5.7,2.412,2.715
Lig226,-5.5,3.103,5.861
Lig226,-5.4,4.362,6.385
Lig226,-5.1,2.487,3.582
Lig226,-5.0,2.502,2.804
Lig226,-4.8,8.504,9.654
Lig226,-4.7,9.142,10.739
Lig226,-4.6,3.736,5.839
Lig226,-4.6,1.615,2.320
Lig226,-4.6,3.199,5.146
Lig226,-4.5,2.621,3.964
Lig226,-4.5,4.466,6.367
Lig226,-4.5,2.970,4.562
Lig226,-4.5,4.192,5.423
Lig226,-4.4,8.367,11.355
Lig226,-4.4,3.638,5.671
Lig226,-4.4,9.160,10.180
Lig226,-4.4,4.756,6.440
Lig226,-4.2,3.454,4.555
Lig227,-5.8,0.000,0.000
Lig227,-5.5,2.465,3.854
Lig227,-5.2,2.614,5.502
Lig227,-5.2,1.861,2.116
Lig227,-5.0,3.685,5.837
Lig227,-5.0,1.887,2.189
Lig227,-5.0,2.120,2.420
Lig227,-4.9,3.481,5.049
Lig227,-4.7,8.933,10.666
Lig227,-4.6,2.646,3.485
Lig227,-4.6,3.777,6.066
Lig227,-4.5,8.697,10.022
Lig227,-4.5,8.501,9.618
Lig227,-4.4,3.917,5.040
Lig227,-4.4,3.494,5.447
Lig227,-4.4,2.812,3.746
Lig227,-4.3,3.402,5.056
Lig227,-4.0,2.880,6.115
Lig227,-3.9,3.203,5.842
Lig227,-3.9,8.346,9.248
Lig228,-5.7,0.000,0.000
Lig228,-5.7,2.528,3.988
Lig228,-5.2,2.749,5.612
Lig228,-5.2,3.085,4.870
Lig228,-5.0,3.713,5.531
Lig228,-4.9,3.732,6.796
Lig228,-4.9,2.485,3.523
Lig228,-4.9,2.921,5.575
Lig228,-4.8,3.336,4.261
Lig228,-4.7,2.880,4.465
Lig228,-4.7,2.550,2.786
Lig228,-4.6,1.768,2.812
Lig228,-4.6,2.805,5.295
Lig228,-4.6,7.989,9.296
Lig228,-4.5,6.537,7.819
Lig228,-4.4,6.757,8.581
Lig228,-4.3,2.846,4.466
Lig228,-4.2,3.132,4.221
Lig228,-4.1,4.569,6.738
Lig228,-4.0,3.338,4.730
Lig229,-5.5,0.000,0.000
Lig229,-5.5,2.730,6.148
Lig229,-5.4,2.798,7.859
Lig229,-5.3,2.622,5.656
Lig229,-5.2,2.831,6.289
Lig229,-5.1,2.864,6.040
Lig229,-5.0,2.877,5.893
Lig229,-5.0,4.321,8.592
Lig229,-4.9,2.847,5.765
Lig229,-4.9,3.537,6.824
Lig229,-4.8,2.918,7.657
Lig229,-4.7,4.059,8.119
Lig229,-4.6,8.327,10.460
Lig229,-4.5,2.798,5.148
Lig229,-4.5,3.530,6.599
Lig229,-4.4,2.911,7.353
Lig229,-4.4,2.780,6.158
Lig229,-4.4,2.793,6.249
Lig229,-4.2,3.076,5.800
Lig229,-4.2,3.163,5.793
Lig22,-6.3,0.000,0.000
Lig22,-5.2,3.274,5.732
Lig22,-5.1,1.015,2.768
Lig22,-5.0,2.301,4.159
Lig22,-4.9,4.202,7.192
Lig22,-4.8,2.521,4.372
Lig22,-4.7,3.688,5.817
Lig22,-4.6,3.772,5.765
Lig22,-4.6,2.389,4.174
Lig22,-4.5,2.499,5.385
Lig22,-4.4,2.265,3.679
Lig22,-4.3,4.215,6.389
Lig22,-4.3,5.672,8.461
Lig22,-4.3,2.355,4.237
Lig22,-4.3,5.574,8.437
Lig22,-4.3,2.604,3.826
Lig22,-4.1,2.746,4.989
Lig22,-4.0,5.858,8.767
Lig22,-4.0,2.298,4.840
Lig22,-4.0,4.410,6.580
Lig230,-5.8,0.000,0.000
Lig230,-5.6,2.400,7.589
Lig230,-5.4,2.700,5.819
Lig230,-5.4,1.727,2.147
