Number,Molecule,affinity_(kcal/mol),rmsd_lb,rmsd_ub
6976,Lig415,-5.8,4.238,9.35
6977,Lig415,-5.8,3.85,8.984
6978,Lig415,-5.5,3.445,5.922999999999999
6979,Lig415,-5.5,3.3810000000000002,6.247000000000001
6980,Lig416,-7.1,0.0,0.0
6981,Lig416,-7.0,3.1689999999999996,5.164
6982,Lig416,-6.9,3.282,5.32
6983,Lig416,-6.7,2.715,9.165
6984,Lig416,-6.5,3.1719999999999997,6.066
6985,Lig416,-6.4,2.9010000000000002,8.005
6986,Lig416,-6.3,1.3559999999999999,2.102
6987,Lig416,-6.2,3.1630000000000003,5.726
6988,Lig416,-6.2,3.093,5.276
6989,Lig416,-6.1,6.015,11.409
6990,Lig416,-6.0,3.261,8.651
6991,Lig416,-6.0,2.987,4.7139999999999995
6992,Lig416,-5.9,4.46,8.829
6993,Lig416,-5.9,3.6719999999999997,8.07
6994,Lig416,-5.9,4.501,9.148
6995,Lig416,-5.8,2.915,5.767
6996,Lig416,-5.7,6.247999999999999,11.370999999999999
6997,Lig416,-5.7,3.79,5.497000000000001
6998,Lig416,-5.7,4.586,10.289000000000001
6999,Lig416,-5.6,3.0269999999999997,8.507
7000,Lig417,-7.1,0.0,0.0
7001,Lig417,-6.9,2.673,8.672
7002,Lig417,-6.6,2.6260000000000003,4.673
7003,Lig417,-6.5,4.109,8.957
7004,Lig417,-6.5,3.9010000000000002,8.945
7005,Lig417,-6.4,2.908,8.967
7006,Lig417,-6.4,2.915,4.814
7007,Lig417,-6.4,8.28,11.283
7008,Lig417,-6.3,3.9819999999999998,8.137
7009,Lig417,-6.3,5.001,7.605
7010,Lig417,-6.3,2.864,8.48
7011,Lig417,-6.2,3.6510000000000002,9.082
7012,Lig417,-6.2,4.263,8.406
7013,Lig417,-6.1,2.576,5.1770000000000005
7014,Lig417,-5.9,5.916,7.91
7015,Lig417,-5.9,3.7960000000000003,8.937000000000001
7016,Lig417,-5.7,3.148,8.305
7017,Lig417,-5.5,4.143,6.647
7018,Lig417,-5.5,4.229,9.177999999999999
7019,Lig417,-5.5,9.146,10.834000000000001
7020,Lig418,-7.2,0.0,0.0
7021,Lig418,-6.9,2.544,5.388
7022,Lig418,-6.5,2.5789999999999997,7.992999999999999
7023,Lig418,-6.3,2.767,5.274
7024,Lig418,-6.3,2.319,5.218999999999999
7025,Lig418,-6.3,6.459,11.554
7026,Lig418,-6.0,2.8160000000000003,8.907
7027,Lig418,-6.0,2.818,8.323
7028,Lig418,-5.9,2.487,3.472
7029,Lig418,-5.8,1.7630000000000001,2.539
7030,Lig418,-5.8,2.575,4.506
7031,Lig418,-5.7,2.9789999999999996,7.936
7032,Lig418,-5.7,2.835,8.995
7033,Lig418,-5.6,4.785,8.142000000000001
7034,Lig418,-5.5,3.003,8.517000000000001
7035,Lig418,-5.5,4.631,8.698
7036,Lig418,-5.4,3.154,8.859
7037,Lig418,-5.3,4.94,9.15
7038,Lig418,-5.3,4.021,5.004
7039,Lig418,-5.1,3.123,5.837999999999999
7040,Lig419,-7.3,0.0,0.0
7041,Lig419,-7.0,2.46,5.617999999999999
7042,Lig419,-6.9,2.6919999999999997,9.281
7043,Lig419,-6.9,3.285,5.171
7044,Lig419,-6.7,3.1639999999999997,6.257000000000001
7045,Lig419,-6.3,3.023,5.712999999999999
7046,Lig419,-6.2,3.089,5.52
7047,Lig419,-6.2,2.924,4.275
7048,Lig419,-6.2,2.665,8.067
7049,Lig419,-6.0,2.7510000000000003,8.846
7050,Lig419,-6.0,3.195,8.1
7051,Lig419,-6.0,2.842,9.04
7052,Lig419,-6.0,4.829,9.187999999999999
7053,Lig419,-5.7,5.649,8.575
7054,Lig419,-5.6,4.529,9.068999999999999
7055,Lig419,-5.6,3.387,9.818
7056,Lig419,-5.6,3.7889999999999997,6.169
7057,Lig419,-5.6,4.7780000000000005,8.312000000000001
7058,Lig419,-5.5,4.02,7.1979999999999995
7059,Lig419,-5.4,4.481,10.573
7060,Lig41,-7.6,0.0,0.0
7061,Lig41,-7.5,2.069,3.3810000000000002
7062,Lig41,-7.5,2.6239999999999997,4.221
7063,Lig41,-7.4,4.006,6.983
7064,Lig41,-7.2,4.12,6.5920000000000005
7065,Lig41,-7.2,2.046,7.865
7066,Lig41,-7.1,1.729,7.846
7067,Lig41,-6.9,2.124,5.415
7068,Lig41,-6.9,2.8960000000000004,5.337000000000001
7069,Lig41,-6.9,3.0589999999999997,5.678
7070,Lig41,-6.8,4.777,10.405
7071,Lig41,-6.7,4.261,9.822000000000001
7072,Lig41,-6.7,4.954,7.115
7073,Lig41,-6.7,2.696,5.837000000000001
7074,Lig41,-6.7,2.615,5.372000000000001
7075,Lig41,-6.7,3.84,8.402999999999999
7076,Lig41,-6.6,4.228,8.051
7077,Lig41,-6.6,4.124,8.47
7078,Lig41,-6.3,4.181,8.611
7079,Lig41,-6.3,3.636,6.485
7080,Lig420,-6.8,0.0,0.0
7081,Lig420,-6.7,3.032,7.502999999999999
7082,Lig420,-6.6,3.5,8.214
7083,Lig420,-6.5,3.6719999999999997,5.752999999999999
7084,Lig420,-6.5,2.71,7.069
7085,Lig420,-6.4,2.675,7.496
7086,Lig420,-6.4,6.105,9.722000000000001
7087,Lig420,-6.3,3.4930000000000003,5.712000000000001
7088,Lig420,-6.3,3.0580000000000003,5.917000000000001
7089,Lig420,-6.2,3.56,5.68
7090,Lig420,-6.2,5.127999999999999,8.311
7091,Lig420,-6.2,3.688,6.654
7092,Lig420,-6.1,4.694,7.428999999999999
7093,Lig420,-6.1,2.9530000000000003,7.91
7094,Lig420,-6.0,3.9730000000000003,7.093999999999999
7095,Lig420,-5.7,2.822,5.678
7096,Lig420,-5.7,3.758,7.329
7097,Lig420,-5.6,2.7689999999999997,5.547999999999999
7098,Lig420,-5.5,2.9939999999999998,4.546
7099,Lig420,-5.3,3.4789999999999996,6.093
7100,Lig421,-5.1,0.0,0.0
7101,Lig421,-4.9,2.735,4.8469999999999995
7102,Lig421,-4.4,3.582,4.689
7103,Lig421,-4.3,3.6319999999999997,5.394
7104,Lig421,-4.2,2.451,3.935
7105,Lig421,-4.2,1.4280000000000002,1.5290000000000001
7106,Lig421,-4.1,3.987,5.653
7107,Lig421,-4.1,8.125,10.181000000000001
7108,Lig421,-4.1,3.109,4.962
7109,Lig421,-4.1,2.676,3.655
7110,Lig421,-4.1,8.514,9.041
7111,Lig421,-4.1,2.5340000000000003,4.352
7112,Lig421,-4.1,5.349,7.806
7113,Lig421,-3.9,3.365,5.031000000000001
7114,Lig421,-3.9,2.528,4.857
7115,Lig421,-3.9,4.27,6.29
7116,Lig421,-3.9,8.934,9.825
7117,Lig421,-3.8,2.399,3.95
7118,Lig421,-3.8,3.4189999999999996,5.417999999999999
7119,Lig421,-3.7,4.829,7.45
7120,Lig422,-5.2,0.0,0.0
7121,Lig422,-4.9,2.6839999999999997,4.796
7122,Lig422,-4.5,1.6230000000000002,2.042
7123,Lig422,-4.5,2.199,4.945
7124,Lig422,-4.4,3.472,4.603
7125,Lig422,-4.3,1.9380000000000002,2.95
7126,Lig422,-4.2,2.378,3.815
7127,Lig422,-4.1,2.688,4.127
7128,Lig422,-4.1,2.7030000000000003,3.697
7129,Lig422,-4.0,2.217,4.195
7130,Lig422,-4.0,3.891,5.584
7131,Lig422,-3.9,6.775,9.504
7132,Lig422,-3.9,3.875,5.537999999999999
7133,Lig422,-3.8,5.251,7.812
7134,Lig422,-3.8,5.822,8.085
7135,Lig422,-3.7,5.8229999999999995,8.387
7136,Lig422,-3.6,7.646,8.745
7137,Lig422,-3.5,3.5,5.145
7138,Lig422,-3.4,2.707,4.481
7139,Lig423,-5.5,0.0,0.0
7140,Lig423,-5.2,2.032,3.897
7141,Lig423,-5.0,2.213,3.52
7142,Lig423,-5.0,1.204,1.2409999999999999
7143,Lig423,-4.7,1.775,3.7319999999999998
7144,Lig423,-4.5,1.847,2.47
7145,Lig423,-4.4,1.942,3.656
7146,Lig423,-4.4,2.363,4.124
7147,Lig423,-4.4,1.893,3.927
7148,Lig423,-4.2,10.001,11.267000000000001
7149,Lig423,-4.1,6.305,7.974
7150,Lig423,-4.0,7.0889999999999995,8.482999999999999
7151,Lig423,-4.0,7.046,9.147
7152,Lig423,-4.0,2.285,4.987
7153,Lig423,-3.9,7.8229999999999995,9.536
7154,Lig423,-3.9,7.277,8.809
7155,Lig423,-3.9,7.018,9.039
7156,Lig423,-3.8,8.865,9.775
7157,Lig423,-3.7,8.673,9.873
7158,Lig424,-6.3,0.0,0.0
7159,Lig424,-5.9,4.065,6.647
7160,Lig424,-5.9,0.879,1.996
7161,Lig424,-5.9,1.7269999999999999,6.446000000000001
7162,Lig424,-5.8,3.569,6.055
7163,Lig424,-5.7,4.986000000000001,9.132
7164,Lig424,-5.7,2.063,6.513999999999999
7165,Lig424,-5.7,1.255,3.142
7166,Lig424,-5.6,1.7169999999999999,6.462999999999999
7167,Lig424,-5.6,8.708,10.845
7168,Lig424,-5.5,9.254,10.855
7169,Lig424,-5.4,1.83,6.7410000000000005
7170,Lig424,-5.4,3.859,6.619
7171,Lig424,-5.4,1.781,6.671
7172,Lig424,-5.4,1.9280000000000002,6.611000000000001
7173,Lig424,-5.4,2.793,6.571000000000001
7174,Lig424,-5.3,2.193,6.419
7175,Lig424,-5.3,4.565,7.287000000000001
7176,Lig424,-5.3,3.755,6.337999999999999
7177,Lig424,-5.2,4.437,7.364
7178,Lig425,-6.1,0.0,0.0
7179,Lig425,-6.0,2.9389999999999996,4.032
7180,Lig425,-6.0,2.161,2.31
7181,Lig425,-5.8,3.885,5.297999999999999
7182,Lig425,-5.7,9.558,10.712
7183,Lig425,-5.7,9.389,11.154000000000002
7184,Lig425,-5.6,1.857,6.107
7185,Lig425,-5.5,8.511000000000001,10.789000000000001
7186,Lig425,-5.4,2.104,4.128
7187,Lig425,-5.4,2.022,3.702
7188,Lig425,-5.4,5.059,8.162
7189,Lig425,-5.4,1.94,6.079
7190,Lig425,-5.3,2.005,3.926
7191,Lig425,-5.2,8.32,11.088
7192,Lig425,-5.2,1.751,3.523
7193,Lig425,-5.2,2.369,4.787
7194,Lig425,-5.1,1.899,3.782
7195,Lig425,-5.0,4.838,6.584
7196,Lig425,-5.0,3.2119999999999997,5.457999999999999
7197,Lig425,-5.0,3.295,4.093999999999999
7198,Lig426,-6.1,0.0,0.0
7199,Lig426,-6.1,3.823,6.273
7200,Lig426,-5.9,3.31,5.544
7201,Lig426,-5.9,1.6480000000000001,3.1180000000000003
7202,Lig426,-5.7,1.8130000000000002,6.388
7203,Lig426,-5.7,1.786,6.495
7204,Lig426,-5.6,2.23,6.472
7205,Lig426,-5.6,4.742,8.765
7206,Lig426,-5.6,3.73,5.827000000000001
7207,Lig426,-5.6,1.4340000000000002,2.531
7208,Lig426,-5.6,1.65,2.428
7209,Lig426,-5.5,1.975,6.767
7210,Lig426,-5.5,8.686,10.4
7211,Lig426,-5.5,2.083,6.523
7212,Lig426,-5.4,4.8180000000000005,7.276
7213,Lig426,-5.4,1.9269999999999998,6.519
7214,Lig426,-5.4,2.081,6.6129999999999995
7215,Lig426,-5.4,2.225,6.521
7216,Lig426,-5.3,3.592,5.891
7217,Lig426,-5.1,2.898,6.6579999999999995
7218,Lig427,-5.7,0.0,0.0
7219,Lig427,-5.6,2.148,4.046
7220,Lig427,-5.3,1.849,3.772
7221,Lig427,-5.0,6.337999999999999,8.277999999999999
7222,Lig427,-5.0,4.873,6.7620000000000005
7223,Lig427,-4.9,5.696000000000001,7.904
7224,Lig427,-4.9,2.496,3.91
7225,Lig427,-4.8,6.395,8.048
7226,Lig427,-4.8,6.85,8.914
7227,Lig427,-4.7,3.034,4.437
7228,Lig427,-4.7,2.8510000000000004,5.093
7229,Lig427,-4.6,2.501,4.865
7230,Lig427,-4.6,3.202,4.515
7231,Lig427,-4.5,7.362,9.726
7232,Lig427,-4.5,2.5669999999999997,4.655
7233,Lig427,-4.5,2.031,3.588
7234,Lig427,-4.4,5.317,7.729
7235,Lig427,-4.3,7.162999999999999,8.451
7236,Lig427,-4.3,3.2319999999999998,5.2589999999999995
7237,Lig427,-4.3,2.362,4.52
7238,Lig428,-5.8,0.0,0.0
7239,Lig428,-5.5,1.92,2.9219999999999997
7240,Lig428,-5.2,1.921,3.8710000000000004
7241,Lig428,-4.8,1.9680000000000002,4.136
7242,Lig428,-4.7,2.2880000000000003,4.261
7243,Lig428,-4.5,2.202,4.327
7244,Lig428,-4.4,7.181,9.547
7245,Lig428,-4.3,7.242999999999999,8.857999999999999
7246,Lig428,-4.2,3.707,6.071000000000001
7247,Lig428,-4.2,8.335,10.046
7248,Lig428,-4.2,6.171,8.102
7249,Lig428,-4.2,3.159,4.82
7250,Lig428,-4.2,6.421,8.389
7251,Lig428,-4.2,3.01,5.182
7252,Lig428,-4.0,6.805,8.94
7253,Lig428,-4.0,2.464,4.447
7254,Lig428,-4.0,2.375,5.247000000000001
7255,Lig428,-4.0,8.466000000000001,10.242
7256,Lig428,-3.9,5.9270000000000005,8.821
7257,Lig428,-3.9,2.346,4.404
7258,Lig429,-4.8,0.0,0.0
7259,Lig429,-4.8,2.655,3.8089999999999997
7260,Lig429,-4.7,6.204,8.226
7261,Lig429,-4.7,8.773,10.087
7262,Lig429,-4.7,1.912,3.446
7263,Lig429,-4.6,1.5759999999999998,2.062
7264,Lig429,-4.5,2.225,4.208
7265,Lig429,-4.5,6.079,7.367000000000001
7266,Lig429,-4.4,6.805,8.937000000000001
7267,Lig429,-4.4,3.03,5.45
7268,Lig429,-4.4,5.437,7.621
7269,Lig429,-4.3,2.522,3.667
7270,Lig429,-4.2,7.541,9.38
7271,Lig429,-4.2,5.244,7.52
7272,Lig429,-4.2,3.872,6.271
7273,Lig429,-4.1,5.228,7.062
7274,Lig429,-4.1,1.804,3.3560000000000003
7275,Lig429,-4.0,5.57,7.853
7276,Lig429,-4.0,5.343,8.118
7277,Lig429,-3.9,4.723,6.817
7278,Lig42,-7.8,0.0,0.0
7279,Lig42,-7.8,1.6269999999999998,2.5860000000000003
7280,Lig42,-7.6,4.072,5.942
7281,Lig42,-7.5,2.049,3.217
7282,Lig42,-7.2,2.6889999999999996,8.749
7283,Lig42,-7.1,2.7289999999999996,4.672
7284,Lig42,-7.1,2.385,5.669
7285,Lig42,-7.1,3.012,6.225
7286,Lig42,-7.0,3.565,6.85
7287,Lig42,-7.0,4.895,7.22
7288,Lig42,-7.0,3.5269999999999997,5.957000000000001
7289,Lig42,-7.0,4.2989999999999995,5.917999999999999
7290,Lig42,-6.9,2.862,6.0760000000000005
7291,Lig42,-6.8,2.627,8.785
7292,Lig42,-6.8,3.484,6.492999999999999
7293,Lig42,-6.8,3.738,8.363
7294,Lig42,-6.7,3.0660000000000003,8.437000000000001
7295,Lig42,-6.7,7.345,11.382
7296,Lig42,-6.7,4.0089999999999995,9.43
7297,Lig42,-6.6,3.736,10.12
7298,Lig430,-5.6,0.0,0.0
7299,Lig430,-4.9,1.5030000000000001,1.911
7300,Lig430,-4.9,3.928,5.095
7301,Lig430,-4.7,4.417,5.407
7302,Lig430,-4.6,8.228,9.163
7303,Lig430,-4.6,4.007,5.107
7304,Lig430,-4.6,2.7439999999999998,3.862
7305,Lig430,-4.6,8.611,10.113999999999999
7306,Lig430,-4.5,7.5760000000000005,8.776
7307,Lig430,-4.5,4.434,5.317
7308,Lig430,-4.5,7.127000000000001,8.73
7309,Lig430,-4.4,5.857,7.6770000000000005
7310,Lig430,-4.4,5.1,6.659
7311,Lig430,-4.4,7.053999999999999,8.685
7312,Lig430,-4.2,7.402,8.876
7313,Lig430,-4.2,8.644,10.443
7314,Lig430,-4.2,7.59,8.186
7315,Lig430,-4.1,5.428,6.6579999999999995
7316,Lig430,-4.1,8.837,9.84
7317,Lig430,-4.0,4.766,6.478
7318,Lig431,-5.5,0.0,0.0
7319,Lig431,-5.2,2.333,3.532
7320,Lig431,-5.1,3.0580000000000003,4.43
7321,Lig431,-4.9,6.544,8.244
7322,Lig431,-4.8,2.787,4.186
7323,Lig431,-4.7,2.658,3.053
7324,Lig431,-4.6,8.948,10.118
7325,Lig431,-4.4,4.115,5.532
7326,Lig431,-4.3,4.968999999999999,6.7989999999999995
7327,Lig431,-4.3,4.457,6.16
7328,Lig431,-4.3,2.11,3.238
7329,Lig431,-4.3,3.949,5.347
7330,Lig431,-4.2,2.588,3.523
7331,Lig431,-4.1,5.061,6.602
7332,Lig431,-4.1,4.526,5.901
7333,Lig431,-4.0,5.902,7.1160000000000005
7334,Lig431,-4.0,2.596,4.553
7335,Lig431,-4.0,5.792999999999999,7.755
7336,Lig431,-3.9,5.53,7.212000000000001
7337,Lig431,-3.9,3.168,4.787
7338,Lig432,-5.0,0.0,0.0
7339,Lig432,-4.7,2.602,4.346
7340,Lig432,-4.6,8.177999999999999,8.982000000000001
7341,Lig432,-4.5,2.38,4.249
7342,Lig432,-4.5,4.993,7.312
7343,Lig432,-4.4,1.9669999999999999,2.386
7344,Lig432,-4.4,2.345,4.106
7345,Lig432,-4.3,3.734,5.098
7346,Lig432,-4.3,7.341,8.921
7347,Lig432,-4.3,6.285,7.989
7348,Lig432,-4.2,2.513,3.687
7349,Lig432,-4.2,6.047999999999999,8.015
7350,Lig432,-4.2,2.017,2.485
7351,Lig432,-4.2,7.06,8.422
7352,Lig432,-4.2,3.946,5.784
7353,Lig432,-4.1,7.2410000000000005,7.987
7354,Lig432,-4.0,6.744,7.792999999999999
7355,Lig432,-4.0,4.314,5.975
7356,Lig432,-4.0,7.917000000000001,9.226
7357,Lig432,-3.9,6.026,7.9110000000000005
7358,Lig433,-4.6,0.0,0.0
7359,Lig433,-4.6,6.98,9.19
7360,Lig433,-4.4,7.598,9.334
7361,Lig433,-4.3,7.284,9.288
7362,Lig433,-4.3,5.63,7.745
7363,Lig433,-4.3,6.27,8.019
7364,Lig433,-4.1,5.897,7.71
7365,Lig433,-4.0,2.4,3.906
7366,Lig433,-4.0,8.088,9.607000000000001
7367,Lig433,-4.0,7.309,9.292
7368,Lig433,-3.9,3.4930000000000003,4.357
7369,Lig433,-3.9,3.116,4.859
7370,Lig433,-3.9,9.318999999999999,10.581
7371,Lig433,-3.9,1.5419999999999998,3.4160000000000004
7372,Lig433,-3.7,6.531000000000001,8.689
7373,Lig433,-3.7,3.116,5.746
7374,Lig433,-3.6,12.264000000000001,13.898
7375,Lig433,-3.6,12.853,14.184000000000001
7376,Lig433,-3.6,10.183,11.992
7377,Lig433,-3.5,10.597999999999999,11.852
7378,Lig434,-4.6,0.0,0.0
7379,Lig434,-4.6,6.978,9.187999999999999
7380,Lig434,-4.5,3.685,5.335
7381,Lig434,-4.4,3.282,5.525
7382,Lig434,-4.4,7.608,9.339
7383,Lig434,-4.3,7.129,8.859
7384,Lig434,-4.3,5.492000000000001,7.5729999999999995
7385,Lig434,-4.2,3.102,4.335
7386,Lig434,-4.1,6.629,8.818999999999999
7387,Lig434,-4.1,5.295,7.019
7388,Lig434,-4.1,2.426,3.9810000000000003
7389,Lig434,-4.0,3.472,5.971
7390,Lig434,-4.0,7.235,9.086
7391,Lig434,-4.0,5.711,7.374
7392,Lig434,-3.9,7.236000000000001,9.247
7393,Lig434,-3.8,6.216,8.078
7394,Lig434,-3.8,2.363,3.1889999999999996
7395,Lig434,-3.7,8.423,10.615
7396,Lig434,-3.6,6.426,8.625
7397,Lig434,-3.5,7.831,9.632
7398,Lig435,-4.9,0.0,0.0
7399,Lig435,-4.6,8.574,10.162
7400,Lig435,-4.5,8.589,10.164
7401,Lig435,-4.3,4.746,7.101
7402,Lig435,-4.2,9.737,11.469000000000001
7403,Lig435,-4.2,2.294,4.3069999999999995
7404,Lig435,-4.2,9.043,10.761
7405,Lig435,-4.2,2.239,4.305
7406,Lig435,-4.1,5.706,7.268
7407,Lig435,-4.0,5.002,7.085
7408,Lig435,-3.9,5.5889999999999995,7.475
7409,Lig435,-3.9,9.212,11.124
7410,Lig435,-3.8,7.636,9.748
7411,Lig435,-3.8,9.523,10.780999999999999
7412,Lig435,-3.8,2.6830000000000003,4.687
7413,Lig435,-3.7,10.448,12.214
7414,Lig435,-3.7,10.222999999999999,12.03
7415,Lig435,-3.6,4.657,6.81
7416,Lig435,-3.6,4.54,7.093999999999999
7417,Lig436,-7.0,0.0,0.0
7418,Lig436,-6.6,3.54,7.285
7419,Lig436,-6.6,4.075,9.323
7420,Lig436,-6.4,1.202,1.77
7421,Lig436,-6.3,4.618,10.022
7422,Lig436,-6.3,4.091,6.919
7423,Lig436,-6.2,1.57,2.115
7424,Lig436,-6.0,3.944,5.88
7425,Lig436,-6.0,2.64,7.148
7426,Lig436,-5.9,2.512,4.401
7427,Lig436,-5.9,4.394,9.927
7428,Lig436,-5.7,4.405,9.971
7429,Lig436,-5.6,6.757999999999999,9.979
7430,Lig436,-5.6,4.575,6.617999999999999
7431,Lig436,-5.5,2.911,8.234
7432,Lig436,-5.4,3.502,6.76
7433,Lig436,-5.3,3.375,5.577999999999999
7434,Lig436,-5.2,4.332,6.935
7435,Lig436,-5.2,5.01,9.407
7436,Lig436,-5.1,2.867,3.7539999999999996
7437,Lig437,-6.8,0.0,0.0
7438,Lig437,-6.5,4.427,9.993
7439,Lig437,-6.5,4.129,9.392000000000001
7440,Lig437,-6.4,4.031000000000001,7.032
7441,Lig437,-6.2,2.089,2.826
7442,Lig437,-6.2,2.734,6.782
7443,Lig437,-6.2,2.658,7.204
7444,Lig437,-6.1,2.984,4.973
7445,Lig437,-6.0,3.859,5.98
7446,Lig437,-5.9,3.9989999999999997,5.92
7447,Lig437,-5.7,2.0869999999999997,4.124
7448,Lig437,-5.5,4.612,6.7860000000000005
7449,Lig437,-5.5,4.466,9.951
7450,Lig437,-5.5,4.5889999999999995,6.662000000000001
7451,Lig437,-5.3,5.114,8.23
7452,Lig437,-5.2,5.6,11.294
7453,Lig437,-5.2,2.2430000000000003,4.118
7454,Lig437,-5.1,4.482,7.405
7455,Lig437,-5.1,5.903,7.9479999999999995
7456,Lig437,-5.0,5.526,8.026
7457,Lig438,-6.9,0.0,0.0
7458,Lig438,-6.7,3.7110000000000003,9.297
7459,Lig438,-6.6,4.041,9.585
7460,Lig438,-6.2,3.8710000000000004,6.694
7461,Lig438,-6.0,6.357,9.734
7462,Lig438,-5.9,2.439,4.461
7463,Lig438,-5.9,1.7480000000000002,2.237
7464,Lig438,-5.8,3.1289999999999996,4.629
7465,Lig438,-5.7,1.966,4.027
7466,Lig438,-5.6,3.359,5.91
7467,Lig438,-5.5,4.144,9.669
7468,Lig438,-5.4,3.082,5.143
7469,Lig438,-5.3,4.975,8.054
7470,Lig438,-5.2,4.35,5.689
7471,Lig438,-5.2,5.147,9.82
7472,Lig438,-5.1,4.8469999999999995,9.362
7473,Lig438,-5.1,6.761,10.054
7474,Lig438,-5.0,3.9139999999999997,7.997999999999999
7475,Lig438,-5.0,3.168,4.996
7476,Lig438,-4.9,2.645,4.17
7477,Lig439,-5.9,0.0,0.0
7478,Lig439,-5.8,2.0909999999999997,3.2460000000000004
7479,Lig439,-5.8,1.7690000000000001,4.251
7480,Lig439,-5.7,2.593,4.567
7481,Lig439,-5.2,2.037,4.294
7482,Lig439,-5.2,1.841,4.891
7483,Lig439,-5.1,7.327999999999999,8.713
7484,Lig439,-5.0,2.138,5.556
7485,Lig439,-4.9,2.103,4.3469999999999995
7486,Lig439,-4.9,2.221,4.416
7487,Lig439,-4.8,2.25,2.5869999999999997
7488,Lig439,-4.7,2.359,4.957
7489,Lig439,-4.7,8.954,11.219000000000001
7490,Lig439,-4.7,3.034,5.968
7491,Lig439,-4.6,2.479,4.95
7492,Lig439,-4.5,4.871,8.334
7493,Lig439,-4.4,2.112,4.426
7494,Lig439,-4.4,3.052,6.487
7495,Lig439,-4.3,2.21,5.916
7496,Lig439,-4.1,3.136,5.004
7497,Lig43,-5.5,0.0,0.0
7498,Lig43,-5.4,3.515,5.144
7499,Lig43,-5.3,3.665,5.656000000000001
7500,Lig43,-5.2,2.983,4.939
7501,Lig43,-4.9,8.481,10.588
7502,Lig43,-4.9,2.424,5.3229999999999995
7503,Lig43,-4.9,3.595,5.452000000000001
7504,Lig43,-4.9,2.5340000000000003,5.282
7505,Lig43,-4.8,2.787,5.466
7506,Lig43,-4.8,4.6,6.507999999999999
7507,Lig43,-4.5,1.598,2.138
7508,Lig43,-4.4,10.16,11.39
7509,Lig43,-4.4,2.7760000000000002,4.1930000000000005
7510,Lig43,-4.2,10.362,11.703
7511,Lig43,-4.2,9.365,10.389000000000001
7512,Lig43,-4.2,2.8089999999999997,5.7620000000000005
7513,Lig43,-4.2,9.36,10.665999999999999
7514,Lig43,-4.1,3.161,5.558
7515,Lig43,-4.1,4.592,6.395
7516,Lig43,-4.1,2.428,3.2889999999999997
7517,Lig440,-5.4,0.0,0.0
7518,Lig440,-5.4,0.884,1.379
7519,Lig440,-5.1,3.717,6.064
7520,Lig440,-5.0,2.305,4.273
7521,Lig440,-5.0,2.513,4.22
7522,Lig440,-4.9,2.456,5.1579999999999995
7523,Lig440,-4.8,2.748,4.65
7524,Lig440,-4.8,3.446,6.147
7525,Lig440,-4.8,3.279,5.4670000000000005
7526,Lig440,-4.7,1.88,3.597
7527,Lig440,-4.5,1.8869999999999998,4.058
7528,Lig440,-4.4,2.968,4.966
7529,Lig440,-4.4,1.764,4.98
7530,Lig440,-4.4,1.946,5.4110000000000005
7531,Lig440,-4.3,2.077,5.047
7532,Lig440,-4.3,3.3139999999999996,4.956
7533,Lig440,-4.3,2.295,5.235
7534,Lig440,-4.3,5.075,6.979
7535,Lig440,-4.1,3.577,4.794
7536,Lig440,-4.1,5.269,8.057
7537,Lig441,-5.3,0.0,0.0
7538,Lig441,-5.2,2.278,4.11
7539,Lig441,-5.1,1.9809999999999999,2.835
7540,Lig441,-5.0,1.839,2.249
7541,Lig441,-4.9,2.201,4.5
7542,Lig441,-4.9,2.0869999999999997,4.275
7543,Lig441,-4.9,1.6780000000000002,2.417
7544,Lig441,-4.8,1.926,4.696000000000001
7545,Lig441,-4.7,1.992,5.061
7546,Lig441,-4.5,2.532,5.058
7547,Lig441,-4.5,8.454,10.071
7548,Lig441,-4.4,7.466,9.312999999999999
7549,Lig441,-4.4,5.452000000000001,8.264
7550,Lig441,-4.4,5.78,9.634
7551,Lig441,-4.4,6.419,9.524
7552,Lig441,-4.3,7.369,9.059
7553,Lig441,-4.3,6.022,9.36
7554,Lig441,-4.3,2.71,6.129
7555,Lig441,-4.2,2.22,4.598
7556,Lig441,-4.2,4.917,7.683
7557,Lig442,-6.1,0.0,0.0
7558,Lig442,-6.0,2.106,2.8989999999999996
7559,Lig442,-5.8,3.162,5.07
7560,Lig442,-5.8,2.0909999999999997,5.6129999999999995
7561,Lig442,-5.7,3.1689999999999996,6.064
7562,Lig442,-5.5,2.1,2.7960000000000003
7563,Lig442,-5.5,2.401,5.382000000000001
7564,Lig442,-5.4,2.8110000000000004,4.434
7565,Lig442,-5.2,2.169,5.035
7566,Lig442,-5.2,3.674,6.982
7567,Lig442,-5.1,3.324,6.02
7568,Lig442,-5.1,1.807,2.309
7569,Lig442,-5.1,2.863,6.348
7570,Lig442,-5.1,2.633,3.7460000000000004
7571,Lig442,-5.0,1.742,4.547
7572,Lig442,-4.9,4.0280000000000005,7.926
7573,Lig442,-4.9,2.841,6.466
7574,Lig442,-4.9,4.836,8.923
7575,Lig442,-4.9,3.9410000000000003,7.577999999999999
7576,Lig442,-4.8,2.963,5.557
7577,Lig443,-5.6,0.0,0.0
7578,Lig443,-5.5,2.144,5.7
7579,Lig443,-5.4,1.272,1.651
7580,Lig443,-5.2,2.265,5.643
7581,Lig443,-5.2,2.812,5.2410000000000005
7582,Lig443,-5.1,2.681,4.092
