Number,Molecule,affinity_(kcal/mol),rmsd_lb,rmsd_ub
3700,Lig268,-5.2,3.4810000000000003,7.004
3701,Lig268,-5.1,5.301,8.613999999999999
3702,Lig268,-5.1,2.707,6.528
3703,Lig268,-5.0,5.225,7.62
3704,Lig268,-4.9,4.544,5.7589999999999995
3705,Lig268,-4.9,3.635,4.745
3706,Lig268,-4.8,6.178999999999999,8.675
3707,Lig268,-4.6,9.185,10.620999999999999
3708,Lig268,-4.6,3.88,5.135
3709,Lig269,-5.9,0.0,0.0
3710,Lig269,-5.8,2.4,6.853
